V1, V2, V3, V4, V5, V6, V7, V8, V9, V10, V11, V12, V13, V14, V15, V16, V17, V18, V19, V20, V21, V22, V23, V24, V25, V26, V27, V28, V29
7.027099001000000067e-01,2.426432805999999776e+00,-5.234513295800000243e+00,4.416661242900000062e+00,-2.170806215899999891e+00,-2.667553561200000090e+00,-3.878088454800000306e+00,9.113371221999999605e-01,-1.661990392000000094e-01,-5.009248502100000167e+00,4.675729418700000473e+00,-8.167188051700000173e+00,6.385592822000000224e-01,-6.763334390599999857e+00,1.296860256099999997e+00,-3.811758409800000358e+00,-3.754128066199999836e+00,-1.049177402300000006e+00,1.554197263499999870e+00,4.227431292000000118e-01,5.511796890999999254e-01,-9.802357299999999926e-03,7.216982301000000044e-01,4.732457514000000254e-01,-1.959303771200000099e+00,3.194755401000000106e-01,6.004849165000000211e-01,1.293052251000000041e-01,-3.492313067728856080e-01
1.023873868499999951e+00,2.001485266300000010e+00,-4.769751832199999875e+00,3.819194585400000008e+00,-1.271754227399999992e+00,-1.734662426800000157e+00,-3.059245031600000164e+00,8.898047920000000666e-01,4.153821132000000138e-01,-3.955812343500000328e+00,3.572054815600000044e+00,-7.186451590499999931e+00,1.472423408000000100e-01,-5.249304548899999645e+00,1.678333673600000076e+00,-2.641473109199999669e+00,-1.312058560100000104e+00,-3.917160510000000095e-01,1.118263551800000144e+00,2.041376839999999859e-01,3.432826486999999704e-01,-5.419566440000000290e-02,7.096539524999999626e-01,-3.722158668999999698e-01,-2.032068366100000301e+00,3.667776020999999886e-01,3.951706692999999992e-01,2.020553890000000019e-02,-3.492313067728856080e-01
-1.585505366899999879e+00,3.261584548200000100e+00,-4.137421983100000311e+00,2.357096251999999836e+00,-1.405043313700000018e+00,-1.879437193100000014e+00,-3.513686870899999537e+00,1.515606745699999980e+00,-1.207166361200000093e+00,-6.234561332300000203e+00,5.450746066900000741e+00,-7.333714067399999870e+00,1.361193324100000046e+00,-6.608068252200000714e+00,-4.810694249000000422e-01,-2.602477870500000012e+00,-4.835112052400000415e+00,-5.530260890999999512e-01,3.519489434000000472e-01,3.159572588999999820e-01,5.015431495000000073e-01,-5.468688116000000043e-01,-7.658363590000000221e-02,-4.255503668000000239e-01,1.236441864000000085e-01,3.219845392999999834e-01,2.640281604999999976e-01,1.328167198000000104e-01,-3.492313067728856080e-01
-1.783228837200000028e+00,3.402793713099999895e+00,-3.822742265500000070e+00,2.625368152800000132e+00,-1.976415411399999877e+00,-2.731689012300000385e+00,-3.430559149500000071e+00,1.413203514000000105e+00,-7.769414945999999489e-01,-6.199881762699999577e+00,4.366713486300000113e+00,-8.243262433700000003e+00,3.457611652000000535e-01,-6.590550297100000066e+00,2.655760958999999755e-01,-3.028452388500000314e+00,-4.214486274900000495e+00,-1.213607847699999853e+00,-2.654215953999999877e-01,3.640891150000000187e-01,4.540319317000000021e-01,-5.775258241999999820e-01,4.596653750000000149e-02,4.617000175999999567e-01,4.414616119999999894e-02,3.057044339000000166e-01,5.309809863000000130e-01,2.437455980999999883e-01,-3.492313067728856080e-01
8.573210037999999811e-01,4.093911826999999448e+00,-7.423893589500000445e+00,7.380244517899999579e+00,9.733660229000000719e-01,-2.730761516600000327e+00,-1.496497056299999961e+00,5.430151726999999928e-01,-2.351190159300000193e+00,-3.944238497900000251e+00,6.355077736599999305e+00,-7.309747983800000348e+00,7.484505505999999864e-01,-9.057992529399999881e+00,-6.489449090999999115e-01,-1.073116526900000034e+00,1.524500915299999981e+00,1.831363532799999971e+00,-8.972441119999999271e-02,4.833026504999999862e-01,3.750262850999999675e-01,1.453998532999999926e-01,2.406032650000000106e-01,-2.346492226999999930e-01,-1.004880947199999985e+00,4.358319161999999469e-01,6.183238052000000762e-01,1.484689443999999969e-01,-3.492313067728856080e-01
-1.813280484799999925e+00,4.917850710599999786e+00,-5.926129694000000114e+00,5.701500431399999513e+00,1.204392572099999947e+00,-3.035137548199999813e+00,-1.713402063500000017e+00,5.612573909000000416e-01,-3.796354251699999960e+00,-7.454840650800000468e+00,7.388055122899999994e+00,-1.047522865040000006e+01,-3.793145267999999959e-01,-1.173672912130000157e+01,-2.086988952200000025e+00,-2.442353982899999831e+00,-3.535523511700000121e+00,1.303603066000000033e-01,-2.071450488400000012e+00,5.766560333000000371e-01,6.156418351000000344e-01,-4.064272753000000016e-01,-7.370180764000000551e-01,-2.796417721999999717e-01,1.106766374400000030e+00,3.238854776999999796e-01,8.947666715000001103e-01,5.695186003000000108e-01,-3.492313067728856080e-01
-2.514709601000000294e-01,4.313523325799999419e+00,-6.891437716499999588e+00,6.796796680599999085e+00,6.162965053000000193e-01,-2.966326541900000002e+00,-2.436652526900000115e+00,4.893278988000000496e-01,-3.371638571600000134e+00,-6.810813099400000681e+00,7.620089058400000503e+00,-1.028528251630000057e+01,-3.424443340999999696e-01,-1.154349791579999973e+01,-1.334987903300000056e+00,-2.689284204499999831e+00,-3.204383403000000019e+00,8.652189570000000385e-02,-1.314495096699999976e+00,6.327099637999999970e-01,5.368920743999999745e-01,-5.461260236999999629e-01,-6.052395475999999830e-01,-2.637434596000000075e-01,1.539915830800000052e+00,5.235736966999999797e-01,8.910246884000000422e-01,5.727406664999999952e-01,-3.492313067728856080e-01
3.145965896999999845e-01,2.660670276599999884e+00,-5.920037380300000152e+00,4.522499605100000153e+00,-2.315027286199999867e+00,-2.278351653899999718e+00,-4.684053936299999776e+00,1.202270265199999910e+00,-6.946955112000000598e-01,-5.526278059900000095e+00,6.662436830700000812e+00,-8.525464925299999663e+00,7.427454468999999948e-01,-7.678668010300000013e+00,5.930704591000000026e-01,-4.478136595299999634e+00,-5.844266479400000769e+00,-1.102730794600000008e+00,2.177385686500000084e+00,5.627056432999999469e-01,7.433140234000000790e-01,6.403835559999999927e-02,6.778416753000000572e-01,8.300782269999999741e-02,-1.911034463799999861e+00,3.221883984000000201e-01,6.208665387999999785e-01,1.850303546999999826e-01,-3.492313067728856080e-01
4.473955532999999707e-01,2.481953866400000042e+00,-5.660813931399999888e+00,4.455922812099999852e+00,-2.443779753999999915e+00,-2.185040262499999830e+00,-4.716142944700000506e+00,1.249803251699999951e+00,-7.183260665999999794e-01,-5.390330255700000350e+00,6.454187524900000028e+00,-8.485346573799999348e+00,6.352814088000000581e-01,-7.019901559199999141e+00,5.398140713000000313e-01,-4.649864298799999851e+00,-6.288357508799999884e+00,-1.339312322399999866e+00,2.262984787599999770e+00,5.496129709000000529e-01,7.560525502999999592e-01,1.401677687000000005e-01,6.654111006999999800e-01,1.314637916999999989e-01,-1.908217411500000127e+00,3.348075986999999865e-01,7.485342848000000604e-01,1.754137944000000171e-01,-3.492313067728856080e-01
-2.169928975599999976e+00,3.639653999200000101e+00,-4.508497786200000412e+00,2.730668148799999972e+00,-2.122692870500000328e+00,-2.341016827700000302e+00,-4.235253082899999910e+00,1.703537657599999866e+00,-1.305279133400000013e+00,-6.716720022699999681e+00,6.353612319199999803e+00,-8.601648262799999500e+00,4.499300381999999932e-01,-7.506169374099999736e+00,-4.380817818000000141e-01,-3.694515998299999993e+00,-6.304753386000000681e+00,-1.267587127900000166e+00,3.579870304999999697e-01,5.007790540000000012e-01,6.451032756000000257e-01,-5.035294488999999540e-01,-5.228217999999999754e-04,7.169577879999999848e-02,9.200743340000000492e-02,3.084979315999999971e-01,5.525909146999999910e-01,2.989544787000000259e-01,-3.492313067728856080e-01
-1.863755553400000098e+00,3.442643976799999894e+00,-4.468259731499999887e+00,2.805336259399999754e+00,-2.118412477500000168e+00,-2.332284887299999721e+00,-4.261237197399999843e+00,1.701681844000000110e+00,-1.439395875400000024e+00,-6.999906633900000230e+00,6.316209677200000705e+00,-8.670818004800000978e+00,3.160239919000000230e-01,-7.417712064799999894e+00,-4.365374713999999878e-01,-3.652801960000000125e+00,-6.293145319099999746e+00,-1.243248291300000030e+00,3.648104822000000080e-01,3.609240036999999957e-01,6.679265723999999738e-01,-5.162423620999999629e-01,-1.221781169999999923e-02,7.061370309999999428e-02,5.850446700000000444e-02,3.048828396000000107e-01,4.180124672000000152e-01,2.088582780999999888e-01,-3.492313067728856080e-01
-4.617217204200000147e+00,1.695693653500000009e+00,-3.114372200799999657e+00,4.328198553000000004e+00,-1.873256990900000085e+00,-9.899081355000000082e-01,-4.577264626599999886e+00,4.722161585000000383e-01,4.720169534000000500e-01,-5.576022636400000287e+00,4.802322761300000131e+00,-1.083316446930000154e+01,1.043038757000000066e-01,-9.405423061600000523e+00,-8.074778687000000454e-01,-7.552342203500000295e+00,-9.802561790400000419e+00,-4.120628834700000631e+00,1.740507290399999851e+00,-3.904593430000000143e-02,4.818296971999999623e-01,1.460230564000000175e-01,1.170385275000000030e-01,-2.175645987999999809e-01,-1.387760436999999902e-01,-4.244528811000000124e-01,-1.002041425999999902e+00,8.907802879999999757e-01,-3.488314981534918480e-01
-2.661802174600000015e+00,5.856393214799999747e+00,-7.653616213200000296e+00,6.379741880499999240e+00,-6.071211910000000322e-02,-3.131549731499999822e+00,-3.103569745500000199e+00,1.778491569499999869e+00,-3.831153716200000225e+00,-7.191604246199999828e+00,7.102988587899999651e+00,-9.928699942999999806e+00,-6.749837749999999803e-02,-1.092418686509999937e+01,-1.697913977100000027e+00,-2.379420985299999902e+00,-2.775113896999999774e+00,2.737989712999999714e-01,-1.382187563500000049e+00,3.990968603000000225e-01,7.347749504000000709e-01,-4.359011818999999899e-01,-3.847659042000000085e-01,-2.860156637999999862e-01,1.007933823699999953e+00,4.131955325000000179e-01,2.802841569000000255e-01,3.039365505999999661e-01,-3.492313067728856080e-01
-2.535852117400000161e+00,5.793644146900000180e+00,-7.618462835700000824e+00,6.395829746499999580e+00,-6.521010469999999337e-02,-3.136371964100000298e+00,-3.104557362600000037e+00,1.823232637599999872e+00,-3.878657580199999622e+00,-7.297803349999999689e+00,7.071669136799999755e+00,-1.000104636830000082e+01,-2.079345408999999922e-01,-1.086069804539999950e+01,-1.690825041200000101e+00,-2.360856724100000026e+00,-2.760097015299999512e+00,2.981034155999999768e-01,-1.385557801699999869e+00,4.087041845000000118e-01,7.167199070999998867e-01,-4.480599385000000323e-01,-4.024068786999999703e-01,-2.888352225999999967e-01,1.011752239599999825e+00,4.259646214000000208e-01,4.131395558000000023e-01,3.082046569999999930e-01,-3.492313067728856080e-01
-3.499107537400000023e+00,2.585551607999999613e-01,-4.489558072699999514e+00,4.853894351400000140e+00,-6.974521544799999972e+00,3.628382090699999729e+00,5.431270920700000282e+00,-1.946733710800000239e+00,-7.756800929000000622e-01,-1.987773187599999991e+00,4.690395665500000533e+00,-6.998042432100000099e+00,1.454011986399999845e+00,-3.738023333700000173e+00,3.177420626000000414e-01,-2.013542680800000095e+00,-5.136135102699999955e+00,-1.183822116500000021e+00,1.663394013500000046e+00,-3.042625757200000169e+00,-1.052368256200000074e+00,2.048168736000000045e-01,-2.119007440099999862e+00,1.702786082999999950e-01,-3.938441181000000291e-01,2.963671944999999863e-01,1.985913218000000091e+00,-9.004516384000000873e-01,6.882027230478816371e+00
-2.125489825999999915e+00,5.973555691699999670e+00,-1.103472722739999945e+01,9.007146871699999835e+00,-1.689450534000000115e+00,-2.854415285400000002e+00,-7.810440745299999321e+00,2.030869946000000148e+00,-5.902828122100000741e+00,-1.284093381809999990e+01,1.201891318160000033e+01,-1.776914346339999895e+01,-4.310356582000000047e-01,-1.921432549029999848e+01,-9.624645747000000195e-01,-1.026660918369999997e+01,-1.550339210009999924e+01,-5.494927642500000431e+00,-4.104809774000000022e-01,1.493774645500000053e+00,1.646518292700000163e+00,-2.784845107999999736e-01,-6.648412940000000271e-01,-1.164555369399999929e+00,1.701796413499999883e+00,6.908056147000000147e-01,2.119748733400000251e+00,1.108933403300000009e+00,-3.492313067728856080e-01
3.782745040000000114e-01,3.914796788699999919e+00,-5.726872015399999682e+00,6.094140958799999730e+00,1.698875264100000004e+00,-2.807313946899999912e+00,-5.911182127999999869e-01,-1.234955931000000090e-01,-2.530712813899999691e+00,-5.153094609900000123e+00,4.654088422500000100e+00,-7.839538997600000059e+00,1.371818580300000034e+00,-9.634689712600000178e+00,-7.395968558000000082e-01,-6.632039456999999638e-01,8.919345404999999838e-01,9.786756390999999944e-01,-2.005476602699999944e+00,4.404394409000000343e-01,1.498956831000000101e-01,-6.019672455000000255e-01,-6.137243354999999401e-01,-4.031136878000000090e-01,1.568445255999999954e+00,5.218839339999999938e-01,5.279377498999999752e-01,4.119104057999999902e-01,-3.492313067728856080e-01
-1.426623312599999860e+00,4.141986232399999857e+00,-9.804103442400000645e+00,6.666273003200000602e+00,-4.749526793300000271e+00,-2.073129005999999830e+00,-1.008993116309999927e+01,2.791345298900000049e+00,-3.249515617099999698e+00,-1.142045097440000134e+01,1.085301164819999897e+01,-1.596920752079999950e+01,5.466900846000000147e-01,-1.469072913359999966e+01,9.123373998999999568e-01,-1.222718927799999911e+01,-1.858736620590000044e+01,-6.920761860599999871e+00,3.166998906899999966e+00,1.410677652599999998e+00,1.865678768500000029e+00,4.078092815999999621e-01,6.058093543000000469e-01,-7.693481181000000335e-01,-1.746336828799999852e+00,5.020395167000000214e-01,1.977258329799999936e+00,7.116065312000000587e-01,-3.492313067728856080e-01
-3.891191951200000165e+00,7.098916252200000443e+00,-1.142646709680000150e+01,8.607556786500000001e+00,-2.065706210300000123e+00,-2.985288021999999764e+00,-8.138589416900000373e+00,2.973928078500000183e+00,-6.272790468400000208e+00,-1.319341506650000007e+01,1.161972347539999895e+01,-1.763160631390000077e+01,-3.551943895000000406e-01,-1.882208674239999979e+01,-1.283129085599999941e+00,-1.003109665690000085e+01,-1.522700750989999996e+01,-5.322008980599999717e+00,-5.017506535000000323e-01,1.382618999700000018e+00,1.757085227400000171e+00,-1.897091532000000080e-01,-5.086292441999999969e-01,-1.189308168800000010e+00,1.188536499300000049e+00,6.052418859000000539e-01,1.881528752400000171e+00,8.752604071999999791e-01,-3.492313067728856080e-01
9.191365073000000718e-01,4.199632668999999652e+00,-7.535606593699999856e+00,7.426940374600000006e+00,1.118215329999999952e+00,-2.886722351499999561e+00,-1.341035996100000016e+00,3.639332684000000095e-01,-2.203224430999999761e+00,-4.137840196199999987e+00,4.570112807600000160e+00,-7.629169588599999940e+00,1.733917463499999867e+00,-9.440374994600000846e+00,-2.335334990000000055e-02,-1.233958282000000128e+00,1.632008857599999807e+00,1.315734564500000037e+00,-2.871888552999999900e-01,5.354346631999999939e-01,3.160935992000000194e-01,5.517922700000000430e-02,2.106921503000000195e-01,-4.179178814000000242e-01,-9.111882756000000416e-01,4.665239246000000284e-01,6.273932704999999332e-01,1.578512824999999953e-01,-3.492313067728856080e-01
-4.696795224399999746e+00,2.693867478800000104e+00,-4.475132712599999785e+00,5.467684548800000321e+00,-1.556758075500000116e+00,-1.549420288999999951e+00,-4.104214872800000080e+00,5.539340753999999478e-01,-1.498468131100000100e+00,-4.594951762900000070e+00,5.275505850800000118e+00,-1.134902855009999989e+01,3.745492350999999887e-01,-8.138694884299999543e+00,5.485708942000000476e-01,-6.653594347400000331e+00,-1.024675540660000017e+01,-4.191066266600000034e+00,9.914861222999999946e-01,-1.589705486999999917e-01,5.738980810999999571e-01,-8.016277539999999702e-02,3.184078170999999902e-01,-2.458622027000000043e-01,3.382384315999999447e-01,3.227062140000000467e-02,-1.508457933600000134e+00,6.080746825999999716e-01,-3.532293929668235410e-01
-4.727712655799999553e+00,3.044469102300000340e+00,-5.598354267000000384e+00,5.928190802400000514e+00,-2.190769729399999921e+00,-1.529322965600000028e+00,-4.487421959899999813e+00,9.163918140999999240e-01,-1.307010423199999938e+00,-4.138891213600000007e+00,5.149408783000000156e+00,-1.112401860710000001e+01,5.430677655000000215e-01,-7.840942204900000156e+00,7.436339448000000019e-01,-6.777069239700000303e+00,-9.931765153800000689e+00,-4.093021121999999679e+00,1.504924859099999956e+00,-2.077594451000000231e-01,6.509882363000000227e-01,2.549832890000000019e-01,6.288434687999999717e-01,-2.381284542999999865e-01,-6.713323319999999761e-01,-3.359006280000000066e-02,-1.331777322200000002e+00,7.056975899999999857e-01,-2.317275535330490799e-01
-4.064004738399999539e+00,3.100934890899999630e+00,-1.188498003700000138e+00,3.264632740500000185e+00,-1.903562358000000065e+00,3.203505872999999893e-01,-9.549400390999999155e-01,-3.277534919800000335e+00,2.820828661700000239e+00,1.015112879799999979e+00,3.187186897400000163e+00,-7.004327283600000342e+00,8.727106055000000140e-01,-6.220605352999999837e+00,-9.044446295999999386e-01,-3.075091884700000389e+00,-5.044735691799999699e+00,-1.718082685200000181e+00,-6.624620683999999926e-01,-5.318976933000000296e-01,1.688665430999999995e+00,-7.884469800000000472e-02,1.937309265999999919e-01,4.794959538999999937e-01,-5.066030574000000009e-01,-4.098627442000000176e-01,-3.036271329399999885e+00,-6.306051987999999886e-01,3.650667726360695142e-01
-2.589617198200000026e+00,7.016714385000000220e+00,-1.370540728689999987e+01,1.034322806039999953e+01,-2.954461034799999997e+00,-3.055115785299999498e+00,-9.301288615100000712e+00,3.349573360700000002e+00,-5.654212026399999758e+00,-1.185386697260000055e+01,1.166920473579999928e+01,-1.722866223859999835e+01,5.557156650000000253e-02,-1.849377335510000009e+01,-3.041721135000000076e-01,-1.062949739009999917e+01,-1.444121113430000136e+01,-5.105486466000000334e+00,1.270226270500000032e+00,1.488855192400000194e+00,1.887737725500000074e+00,3.339981845000000171e-01,2.876590405999999711e-01,-1.186406409099999948e+00,-6.902726701000000409e-01,6.317037721999999578e-01,1.934220760099999881e+00,7.896871721999999538e-01,-3.492313067728856080e-01
-2.880042351600000217e+00,5.225442309700000010e+00,-1.106333027990000062e+01,6.689950657699999859e+00,-5.759923988699999775e+00,-2.244030790800000119e+00,-1.119997521670000040e+01,4.014721808600000053e+00,-3.429304263500000172e+00,-1.156194977210000019e+01,1.044684681450000063e+01,-1.547905248319999849e+01,7.344416081000000318e-01,-1.388377854910000053e+01,8.214395454000000818e-01,-1.191148301720000013e+01,-1.810300370380000246e+01,-6.837834538800000139e+00,3.126929352099999893e+00,1.191443966400000054e+00,2.002882876999999784e+00,3.511020646999999939e-01,7.952551405000000129e-01,-7.783793813999999589e-01,-1.646815112499999900e+00,4.875388232999999794e-01,1.427713095500000140e+00,5.831724861999999510e-01,-3.492313067728856080e-01
-5.454361779400000998e+00,8.287420555299998881e+00,-1.275281127289999894e+01,8.594341892999999288e+00,-3.106002281100000317e+00,-3.179948756900000006e+00,-9.252793937999999940e+00,4.245062209900000383e+00,-6.329800846200000386e+00,-1.313669836910000122e+01,1.122847027959999977e+01,-1.713130094539999959e+01,-1.694010568000000050e-01,-1.804999768989999964e+01,-1.366235660999999935e+00,-9.723565309199999618e+00,-1.474490246470000088e+01,-5.247301106300000129e+00,-5.746751438000000656e-01,1.305861914800000134e+00,1.846164792900000018e+00,-2.671717942000000345e-01,-3.108039698000000239e-01,-1.201685458000000040e+00,1.352176094999999911e+00,6.084245964000000173e-01,1.574714783799999962e+00,8.087252051000000108e-01,-3.492313067728856080e-01
-4.153014498700000168e+00,8.204796504600000873e+00,-1.503171420970000050e+01,1.033009982539999960e+01,-3.994426097399999875e+00,-3.250013184499999763e+00,-1.041569781190000121e+01,4.620803910400000269e+00,-5.711247971000000589e+00,-1.179718106760000040e+01,1.127792072779999977e+01,-1.672833933209999913e+01,2.413676826000000220e-01,-1.772163835369999774e+01,-3.872999234000000235e-01,-1.032201667840000070e+01,-1.395908537309999886e+01,-5.030710038299999631e+00,1.197266334999999904e+00,1.412624880200000099e+00,1.976988396100000100e+00,2.565104871999999703e-01,4.859081064999999922e-01,-1.198821314399999949e+00,-5.265673947000000243e-01,6.348735024999999643e-01,1.627209076199999993e+00,7.232350684999999668e-01,-3.492313067728856080e-01
