V1, V2, V3, V4, V5, V6, V7, V8, V9, V10, V11, V12, V13, V14, V15, V16, V17, V18, V19, V20, V21, V22, V23, V24, V25, V26, V27, V28, V29,Class
0.378274504,3.9147967887,-5.726872015399999,6.0941409588,1.6988752641,-2.8073139468999995,-0.5911182128,-0.12349559310000002,-2.5307128139000006,-5.1530946099,4.6540884225,-7.8395389976,1.3718185803,-9.6346897126,-0.7395968558,-0.6632039457,0.8919345405,0.9786756391,-2.0054766027,0.4404394409,0.1498956831,-0.6019672455,-0.6137243355,-0.4031136878,1.568445256,0.521883934,0.5279377499000001,0.4119104058,-0.34923130677288566,1
-1.4266233125999999,4.1419862324,-9.8041034424,6.666273003200001,-4.7495267933,-2.073129006,-10.0899311631,2.7913452988999996,-3.2495156171000006,-11.4204509744,10.8530116482,-15.9692075208,0.5466900846,-14.6907291336,0.9123373999,-12.227189278,-18.5873662059,-6.920761860600001,3.1669989068999995,1.4106776526000002,1.8656787685,0.4078092816,0.6058093543,-0.7693481181,-1.7463368287999999,0.5020395167000001,1.9772583298,0.7116065312000001,-0.34923130677288566,1
-3.8911919512,7.0989162521999996,-11.4264670968,8.6075567865,-2.0657062103,-2.985288022,-8.1385894169,2.9739280784999997,-6.2727904684,-13.193415066499998,11.6197234754,-17.6316063139,-0.35519438950000004,-18.8220867424,-1.2831290856,-10.0310966569,-15.2270075099,-5.322008980600001,-0.5017506535000001,1.3826189997,1.7570852274,-0.1897091532,-0.5086292442,-1.1893081688,1.1885364993,0.6052418859,1.8815287524,0.8752604071999999,-0.34923130677288566,1
0.9191365073,4.199632669,-7.5356065937,7.4269403746,1.11821533,-2.886722351499999,-1.3410359961,0.3639332684,-2.203224431,-4.1378401962,4.5701128076,-7.6291695886,1.7339174634999999,-9.4403749946,-0.0233533499,-1.233958282,1.6320088575999998,1.3157345645,-0.2871888553,0.5354346632,0.3160935992,0.055179227,0.2106921503,-0.4179178814,-0.9111882756,0.4665239246,0.6273932704999999,0.1578512825,-0.34923130677288566,1
-4.6967952244,2.6938674788,-4.4751327126,5.4676845488,-1.5567580755,-1.549420289,-4.1042148728,0.5539340754,-1.4984681311,-4.5949517629,5.2755058508,-11.3490285501,0.3745492351,-8.1386948843,0.5485708942,-6.653594347399999,-10.2467554066,-4.1910662666,0.9914861223,-0.1589705487,0.5738980811000001,-0.08016277539999998,0.3184078171,-0.2458622027,0.33823843159999994,0.032270621400000005,-1.5084579336,0.6080746826,-0.35322939296682354,1
-4.7277126558,3.044469102300001,-5.598354267,5.9281908024000005,-2.1907697294,-1.5293229656,-4.4874219599,0.9163918141,-1.3070104232,-4.1388912136,5.149408783000001,-11.1240186071,0.5430677655000001,-7.8409422049,0.7436339448,-6.7770692397,-9.9317651538,-4.093021122,1.5049248591,-0.2077594451,0.6509882363,0.254983289,0.6288434688,-0.2381284543,-0.671332332,-0.0335900628,-1.3317773222,0.70569759,-0.2317275535330491,1
-4.0640047384,3.1009348908999996,-1.1884980037,3.2646327404999997,-1.903562358,0.3203505873,-0.9549400391,-3.2775349198000003,2.8208286617,1.0151128798,3.1871868974,-7.0043272836,0.8727106055,-6.220605352999999,-0.9044446296,-3.075091884700001,-5.044735691800001,-1.7180826852,-0.6624620684,-0.5318976932999999,1.688665431,-0.078844698,0.1937309266,0.4794959539000001,-0.5066030574,-0.4098627442,-3.0362713294,-0.6306051988,0.3650667726360695,1
-2.5896171982,7.016714384999999,-13.705407286899998,10.3432280604,-2.9544610348,-3.055115785299999,-9.3012886151,3.3495733607000004,-5.6542120264,-11.8538669726,11.6692047358,-17.2286622386,0.0555715665,-18.4937733551,-0.3041721135,-10.6294973901,-14.4412111343,-5.105486466,1.2702262705,1.4888551924,1.8877377255,0.3339981845,0.2876590406,-1.1864064091,-0.6902726701,0.6317037722,1.9342207601,0.7896871722,-0.34923130677288566,1
-2.8800423516,5.2254423097,-11.0633302799,6.6899506577,-5.7599239887,-2.2440307908,-11.1999752167,4.0147218086,-3.4293042635000006,-11.561949772099998,10.4468468145,-15.479052483199997,0.7344416081,-13.883778549100002,0.8214395454,-11.9114830172,-18.1030037038,-6.8378345388,3.1269293520999994,1.1914439664,2.002882877,0.3511020647,0.7952551405,-0.7783793813999998,-1.6468151125,0.4875388232999999,1.4277130955,0.5831724862,-0.34923130677288566,1
-5.454361779400001,8.2874205553,-12.752811272899999,8.594341892999998,-3.1060022811000008,-3.1799487568999996,-9.252793938000002,4.2450622099,-6.3298008462,-13.136698369100001,11.2284702796,-17.1313009454,-0.1694010568,-18.0499976899,-1.366235661,-9.723565309199998,-14.7449024647,-5.2473011063,-0.5746751438000001,1.3058619148,1.8461647929,-0.26717179420000003,-0.3108039698,-1.201685458,1.352176095,0.6084245964,1.5747147838,0.8087252051,-0.34923130677288566,1
-4.1530144987,8.2047965046,-15.0317142097,10.3300998254,-3.9944260974,-3.2500131844999998,-10.4156978119,4.6208039104,-5.711247971000001,-11.7971810676,11.2779207278,-16.7283393321,0.2413676826,-17.721638353699998,-0.3872999234,-10.3220166784,-13.959085373100002,-5.0307100383,1.197266335,1.4126248802,1.9769883961,0.2565104872,0.4859081064999999,-1.1988213144,-0.5265673947000001,0.6348735025,1.6272090762,0.7232350684999999,-0.34923130677288566,1
-4.7105287823,8.636214389700001,-15.496222003699996,10.3133493733,-4.3513409829,-3.3226887354000003,-10.7883728387,5.060381120199999,-5.6893111878000004,-11.712186624300001,11.152490598599998,-16.5581971409,0.3026445224,-17.4759212829,-0.4123932673,-10.2222031696,-13.799147644700001,-5.008585178599999,1.1620261478,1.4342397794,1.9905453514,0.2237850026,0.5544084286,-1.2040415962,-0.4506845947,0.6418360594,1.6059576247999998,0.7216436145,-0.34923130677288566,1
-4.6418928509,2.9020864331000005,-1.5729387093,2.5072985182,-0.8717825643000001,-1.0409025723,-1.5939007397,-3.2549050858,1.9089626859,1.0774175211,3.3385021604,-6.5426103453,1.0995363818,-3.2664755446,1.0147279044,-4.8423830783,-5.2698762997,-2.3446685742,1.9592240541,-0.4656792203000001,1.9635966663,-0.217413916,-0.5493399558,0.645545202,-0.35455781880000004,-0.611763845,-3.9080804755,-0.6712482651,-0.3076911912178702,1
1.0883749382999999,0.8984740237,0.3946843291,3.1702575744999995,0.17573879690000002,-0.2219808852,-0.0229887285,-0.010873536699999999,0.8600436172,-0.5924729353,1.0727283997,-2.5475568142,1.2359500568,-0.3303058038,-1.0223543746,0.3356421725,2.2989982207,-0.1620962095,-1.5327072125,-0.2173581922,-0.4235539042,-0.8008522848,0.0776144554,0.16760845259999999,0.35018181740000004,-0.11894092949999997,0.0129477659,0.0542542721,-0.3380766462917987,1
1.1897843567,0.9422894020000002,0.08233414499999998,3.0240497058,0.4124060094,-0.2144145585,0.0535578385,-0.1103533511,0.8837977574,-0.5542239004999999,0.1549210089,-2.7767565748999994,1.6412066261000002,-0.4560769568,-1.2404143924,0.8573227359,1.7070244663999998,0.5263491964999999,-0.8651046098,-0.14343464500000003,-0.5026355584999999,-1.0473975276,-0.0567520239,-0.34068840479999996,0.5412352012999999,-0.09830028689999999,-0.0030411199,0.0498190204,-0.3380766462917987,1
-0.4693267051000001,1.1114527825,2.041002725,1.7315951628,0.1351468418,-0.09362517550000002,0.26615517,0.0829882364,0.5802554035,-0.1645626749,0.50037637,-3.0217601822000004,0.9242132603,1.5007937752,-0.4002826442,0.7060477126000001,0.1151142647,-0.0467958789,-2.548521592,-0.35870866560000003,0.1593873894,0.5926695688,-0.0535961838,0.3207475021,-0.3691207543,-0.1366046849,-0.1008451868,0.0393471477,-0.3375169142246473,1
-5.2680532209,9.0676134273,-15.9607281345,10.2966027898,-4.7082410912,-3.3953748518,-11.1610570029,5.499962634400001,-5.6673755459,-11.627193555700002,11.027059093800002,-16.3880541668,0.3639214865,-17.2302021607,-0.4374875592,-10.1223919214,-13.639208991500002,-4.9864572584,1.1267843782000002,1.4558781953,2.0041099452,0.1910583994,0.6229276699,-1.2092635574,-0.3747988626,0.6487980368,1.5846973468,0.7200558702,-0.34923130677288566,1
-5.1878781084,6.9677086636,-13.510931139100002,8.6178951412,-11.2144223939,0.6722478388,-9.4625328109,5.3287042077,-4.897005528199999,-11.7868116556,9.3690790577,-15.0941631494,1.2563770070000002,-11.8521613038,0.2744298142,-10.6882417917,-18.3888105354,-6.898840132999998,2.3828079355000003,-0.6237372915999999,2.0860830011,0.7601902409,0.7168057859,-0.6467434296,-1.6170429256999999,0.17234688949999996,0.626646781,-0.1697260311,2.7107439426194686,1
-12.2240206244,3.8541503297,-12.4667657248,9.6483107271,-2.7269613215000006,-4.4456103819,-21.9228110341,0.3207922737,-4.4331616578,-11.201400086,9.3287992566,-13.104933466199997,0.8884807876999999,-10.1402003372,0.7134653926000001,-10.0986706555,-17.5066115481,-8.061207989699998,1.6068700325999998,-2.1471814395,-1.1598299509,-1.5041188819,-19.2543276174,0.544866726,-4.7816055221,-0.0077722811,3.0523576868,-0.7750356512,4.519997887962212,1
-14.4744374925,6.5031845165,-17.7126323689,11.270352333499998,-4.150142064100001,-3.3720982089,-16.5358068114,-1.4439469926,-6.8152728996,-13.6705451264,10.5452629546,-15.0226996344,0.17163308510000003,-15.0663743633,-0.2595759396,-8.6687392723,-12.804140899100002,-5.1166204953,0.5792003579999999,1.1012498702,-2.4759622295000003,0.342390706,-3.5645080382,-0.81814019,0.1534076827,0.7550794608,2.7065661616,-0.9929160471,-0.34923130677288566,1
-12.339603157400003,4.4882673017000005,-16.5870729374,10.1072738734,-10.4201989827,0.1306698119,-15.6003233045,-1.1576959809,-5.3046309683,-12.9389293108,8.8056819672,-13.556130130099998,1.1654637603,-9.8098815021,0.3699872792,-9.505210445199998,-17.5420303091,-6.7926377872,2.0693774493,-0.0855014634,-2.0896096332,1.7453145000999999,1.3768158094,-0.5542714184,-1.610740852,0.1537254445,1.2124772081,-1.869290476,0.4015293187247837,1
-15.398845008499997,7.4723238965,-19.0269123427,11.1655258405,-6.8938562801,-2.1209365749,-14.913329985,-0.7212140943,-7.175096615299998,-14.1667946596,10.2777688628,-14.985433732899997,0.34517923409999995,-14.6663889727,-0.34635254200000004,-8.333242495599999,-12.602596455399997,-4.8766834208,0.6046259107,1.1115022146,-2.4448836823000004,0.7274953409999999,-0.3450781513,-0.9817485515,0.9952713463,0.8167617179999999,2.2629423738,-1.1780631631999998,-0.34923130677288566,1
-14.1791651074,7.4213699624,-21.4058357441,11.927511869200004,-7.9742806874,-2.2027102767,-15.4716122802,-0.3565949096,-6.3801248984,-13.348277653699999,10.1875873242,-14.5639797552,0.5937593576,-14.4915983463,-0.281392504,-8.2641288444,-12.4398049728,-4.8370790260000005,0.7531498479,1.0027643417,-2.3668360624,1.130955198,0.9911532382000002,-1.0331321071,-0.3271793449,0.6346929035,2.1719049446,-1.3952876839,-0.34923130677288566,1
-14.7246270119,7.875156792699999,-21.8723173645,11.9061699079,-8.348733691599998,-2.2628464197,-15.833442782,0.07787367419999999,-6.356833490900001,-13.261651708299999,10.0637897463,-14.394766801699998,0.6548887235,-14.2483158271,-0.3053607614,-8.1616324451,-12.2809648582,-4.8185863934,0.7197876820999999,0.9964687557,-2.3623449275000006,1.0995572958,1.037199423,-1.0363593418,-0.2547765142,0.642343201,2.1611292237,-1.4012820196,-0.34923130677288566,1
-15.2713618638,8.3265810615,-22.3385905133,11.885312892200004,-8.7213343561,-2.324306949,-16.19641866,0.5128818204,-6.3336851559,-13.175198078700001,9.9398197417,-14.225455704,0.7160336652,-14.004776175600004,-0.3294478482,-8.0594194071,-12.1220088158,-4.7997101325,0.6862271636,0.9931210173,-2.3568962795000004,1.068019177,1.0856171672,-1.0397970779999999,-0.1820061362,0.6499208608,2.1492470779,-1.4068113321,-0.34923130677288566,1
-15.8191787208,8.7759971529,-22.8046864615,11.8648680804,-9.0923605319,-2.3868932066,-16.560368107799995,0.9483485948000002,-6.3106584328,-13.088890917699999,9.8157031745,-14.0560611838,0.7771918464,-13.7610179616,-0.3536359398,-7.9574472263,-11.962954234899998,-4.7805077876,0.6524980453,0.9922789493,-2.3506337452,1.0363618743,1.136050737,-1.0434137405,-0.1089233433,0.6574367785,2.1364244709,-1.4119453748,-0.34923130677288566,1
-16.3679230108,9.2236919494,-23.2706305233,11.844776586099998,-9.4620371459,-2.4504443742,-16.925152044100003,1.3842084790000002,-6.287735948200002,-13.002709301100001,9.6914609821,-13.886595158499999,0.8383613758,-13.5170724084,-0.3779106071,-7.8556814944,-11.803815192499998,-4.7610259421,0.6186244128,0.9935845987,-2.3436735943,1.0046024138,1.1882121571,-1.0471837684,-0.035572766,0.6648997743999999,2.1227957542,-1.4167406149,-0.34923130677288566,1
-16.9174682657,9.669900173,-23.7364434105,11.824990229700001,-9.830548229199998,-2.5148288731000004,-17.2906566748,1.8204078671,-6.264903487800001,-12.9166361092,9.5671102952,-13.717067378899998,0.8995407059,-13.2729650622,-0.4022600443,-7.7540940594,-11.644603205900001,-4.7413027096,0.5846259727,0.9967450952,-2.3361109562,0.9727547262000003,1.2418658117,-1.0510862481999999,0.0380090796,0.6723170651,2.1084708521,-1.4212432527,-0.34923130677288566,1
-17.4677100118,10.1148157247,-24.2021422329,11.8054692106,-10.1980458076,-2.579938008,-17.6567879965,2.256902476,-6.2421493095,-12.830657199600003,9.442665265399999,-13.547485899900002,0.9607285583,-13.028717026499999,-0.4266744987,-7.6526616651,-11.4853277896,-4.7213695755,0.5505190040999999,1.001518502,-2.3280244162,0.9408303193999998,1.2968170614,-1.0551039036,0.11179202810000001,0.6796946121999999,2.0935405711,-1.4254914537999999,-0.34923130677288566,1
-18.0185611877,10.5586001883,-24.667741248600002,11.7861803616,-10.5646565692,-2.6456811994,-18.0234676727,2.6936554031,-6.2194636279,-12.7447607872,9.3181376854,-13.377857433900001,1.0219238678000002,-12.7843458874,-0.4511458433,-7.5513649314,-11.3259968725,-4.7012527775,0.5163170732999999,1.0077032053,-2.3194794620999994,0.9088387832,1.3529037069999998,-1.0592223376,0.1857509415,0.6870373836,2.0780805838,-1.4295170225999998,-0.34923130677288566,1
1.1923959898999998,1.3389737107,-0.6788761867,3.1236723071000005,0.6432448636,-1.1843229943,0.397585526,-0.2534985383,0.4111349768,-0.8598623018000001,1.1240593825,-3.7638738483,0.3679759668,-0.9717575384,-0.0138825132,1.4575785276,2.6114503344999997,1.2919552295,-1.5638152266999998,-0.1854546501,-0.377503243,-0.889596748,-0.07420758940000001,0.0354455164,0.5505779742,-0.027171279,-0.0249206212,0.0736053987,-0.3407553640417371,1
-15.903635202,10.3939171428,-19.1336024647,6.185968835399999,-12.538020915699999,-4.0270304471,-13.897826598200004,10.6622517826,-2.8449539848,-9.668788912399998,7.3944194104999985,-11.635630048499998,1.4232769255,-8.640459100499998,-0.6747195389,-7.6955687883,-13.684139594499998,-4.777406039399999,1.2683427732,1.5015654106999998,1.5775482249,-1.2801371231,-0.6012945269,0.0404039215,0.9955019712,-0.2737427117,1.6881358964,0.5278307996,0.0465392455650326,1
-16.598664743299995,10.5417508027,-19.8189818085,6.017294647399999,-13.025901050099998,-4.1287790026,-14.118864846899998,11.1611439952,-4.0995514306,-9.2228255073,6.329364676199999,-8.9521907116,-0.1383636913,-9.825054421,0.0572235922,-7.5416874238,-14.259598592099998,-5.035051523800001,1.4322679297,1.5349198211,1.7258528266,-1.1516057755,-0.6800519019,0.1081759145,1.0668783415,-0.2337204314,1.7075205521,0.5114231691000001,0.0465392455650326,1
