V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,normAmount,Class
0.2325124761,0.93894368,-4.6477798786,3.0798436877,-1.9026553186,-1.0414075195,-1.0204066448,0.5470686032,-1.1059902936,-3.5201276737,2.0741164546,-3.0107717382,0.6949776896,-5.3878312269,1.7786697978,-2.9358044248,-2.2855727082,-0.2370556328,1.979747071,1.1416150755,0.9113727593,1.0429286564,0.9993938879,0.9012604552,-0.4520931681,0.1929592138,0.1808594494,-0.0293153379,1.0261103439,1
0.1468382915,1.0338099408,-0.4444587967,-0.5660218121,0.9920043066,-0.7834773504,0.969295988,-0.1104896283,-0.0596590197,-0.8358984284,-0.7658596769,-0.0789674514,0.1651610501,-1.0510394724,-0.2460417338,0.3567262317,0.3184257278,-0.1970609529,-0.1877091,0.0323386277,-0.3469224149,-0.8444617188,0.0800215747,0.4768006191,-0.4014083899,0.1186146711,0.2230435744,0.0837357594,-0.3453131823,0
-5.1924964264,3.1647211729,-5.0476790602,2.2465973601,-4.0117814045,-0.6389080449,-2.8734632693,1.5763175731,-2.8619859911,-2.1204575947,1.8635957367,-3.6202517625,-1.4807144218,-1.5833434054,-1.2304692221,-1.2022979698,-6.167636538,-2.6515390486,0.0135877062,-1.8504699635,1.1672437937,-1.0066174935,0.7745618044,0.0633969166,-0.3906577715,1.8847406747,-1.7425575146,-0.0822159347,0.6377362511,1
0.0969117795,0.9009627605,0.020926599,-0.7550004927,0.8077598396,-0.7187021621,1.0336021754,-0.1994450927,-0.0943735404,-0.4268974951,-1.4340512492,0.2554548548,0.7800587226,-0.0585714973,-0.4241474867,0.077341315,-0.696727807,-0.6035431899,0.1727256714,0.0203584394,-0.2998220525,-0.6453125677,-0.028841732,-0.6435946174,-0.3759880453,0.1790407097,0.251296495,0.0916433415,-0.3496710963,0
1.8251549003,-1.5055232153,-0.6183167222,-0.6799257549,-0.7770308311,0.9501783611,-1.157701498,0.2001257581,-0.0952534006,0.8504161783,-0.171908868,0.9700466558,1.8081133334,-0.5321642694,-0.0663392703,-0.3470733939,-1.104850976,2.1071131416,-0.4118007761,-0.1098502063,-0.2624998549,-0.509397228,0.1476271384,-0.330755288,-0.6001152641,0.4575411569,-0.0208207497,-0.0172733324,0.3184490876,0
1.5223953092,-1.6648000298,-3.09932238,-0.2445596852,0.078651027,-1.1217512899,1.0054723647,-0.6512923619,-1.0738543398,0.8749320888,-1.4317958058,-0.76979661,-0.6430582329,0.9063541716,-0.1850925569,-2.0853681013,0.1157432012,0.9112631269,-0.6604954397,0.1522461523,0.1004810426,-0.0377421962,-0.4322270727,0.544607459,0.391167855,0.9629618975,-0.2071635853,-0.0208163518,1.2657556304,0
1.3312075924,0.1355911792,-0.0238441329,0.499484419,0.2432697298,0.1206303844,0.0358905796,-0.1191628352,0.3657749329,-0.2292953929,-1.6960080915,0.6945448897,1.4903515155,-0.4085760592,-0.2490604173,0.0654465975,-0.5500672395,-0.4143628636,0.7373535391,0.0080805357,-0.3092508875,-0.6383779042,-0.1753889256,-0.9371178691,0.6842829761,0.3512522522,-0.0158479497,0.0015643216,-0.325122847,0
-3.9759392579,-1.2449388725,-3.7074137198,4.5447722084,4.0506755727,-3.4076786172,-5.06311827,1.0070419968,-3.190158195,-4.2507165114,4.182162368,-4.5636747379,1.1825027514,-6.9649724758,1.1153395141,-4.9973316547,-6.4195389115,-1.1835927397,3.5697325775,2.1094026874,1.0597370738,-0.0373947964,0.3487071429,-0.1629294829,0.4105309581,-0.1236122653,0.8774238514,0.6675684298,-0.3200452776,1
-0.7292106326,1.5420913864,-1.3283382633,-0.2353374251,0.3739146074,-0.8313068602,0.1443387686,0.6337371409,-0.1111487968,-1.550115446,-1.0695070681,0.3229184009,0.4077346305,-1.3674252428,-0.9963095098,0.3638563465,1.3548797273,0.3661547133,-0.3067174931,-0.3697974074,0.1857752997,0.4467114351,0.0190114691,0.6693154006,-0.4112741555,0.4543600888,-0.4212446423,-0.003246386,-0.3492313068,0
2.2965794953,-1.5868689748,-2.3517894299,-2.6043663843,1.1758854702,3.4294160091,-1.6356326339,0.800972991,-1.4026853819,1.5983252427,-0.2195744549,-0.7228425962,0.3136569115,-0.2073216164,0.1864716239,-0.7093648149,0.4353994846,-0.2890809582,-0.2566163022,-0.3742247898,-0.173025201,-0.0706514589,0.2725437075,0.6866381341,-0.1264187653,-0.1397684768,0.0296065596,-0.0586017845,-0.313248531,0
-3.1402595378,3.3673423091,-2.778931407,3.8597006744,-1.1595183629,-0.7215524879,-4.1953415428,-0.5983458475,-2.870144772,-5.290610062,3.8237620841,-7.4922761688,-1.5243674799,-8.527678622,-0.3912145245,-6.18087991,-9.6988394109,-4.8182333408,-0.8715816885,0.0777814455,2.4523385046,-0.2929625751,-0.1893303263,-0.1664821043,0.0380396237,-0.015476535,0.7766912659,0.3975574903,-0.3501908475,1
-4.9917577939,5.2133398229,-9.1113262981,8.4319863518,-3.4355156721,-1.8275651017,-7.1143028441,3.4312066315,-3.8756428703,-6.8685085067,7.1506251695,-10.2629840447,2.7330849358,-10.1275247812,-0.262783621,-5.1902710381,-8.6557110398,-2.0244434744,1.5604792801,0.0981321925,1.1894228394,0.2478584763,0.29444833,-0.5485035022,-0.1746165666,0.4067025031,-0.4023392727,-0.8828857954,-0.353229393,1
-1.0964434503,0.2618509655,1.3934318684,-0.3497109567,1.3359500355,0.907190884,0.2848557269,0.4781653206,0.0163680687,-0.8248035412,-0.8838022636,-0.4019172802,-1.4461564714,0.094391299,-1.3527619049,0.5209946772,-1.0832204106,1.0921513841,-0.3214240716,-0.0710341199,0.2134490794,0.4978304858,-0.5955302844,-0.3832386445,1.1399502849,-0.3712829767,0.0246841017,0.047755638,-0.2616732191,0
0.0954931686,0.9262623633,-0.3476029623,-0.6186551042,0.8182109249,-0.6083378903,0.8163746972,0.0794600698,-0.1773552099,-0.6391318073,0.9675834174,0.1238624197,-1.0216233531,-0.6297123359,-0.8483686608,0.5333619596,0.2153176751,0.3498835925,0.0177224533,-0.0334307351,-0.2920848013,-0.7735301074,0.1103124616,0.6355057054,-0.4996297214,0.0897220551,0.2127011536,0.0734940603,-0.3393560339,0
-1.5514493769,1.3613462426,1.3271446572,1.0415860065,-0.0790664216,0.0036195594,0.5666786183,0.4641606124,-1.3079760504,0.0130039362,1.7857288172,1.2241283127,0.5561183864,0.7339458593,0.7184235464,-0.3950567497,0.210163158,-0.4895153797,0.8862787882,-0.0107706697,-0.3308743593,-0.969223743,0.1600374486,0.1682003697,0.0230957293,-0.6549993008,0.0280209228,0.0196770908,-0.1135441256,0
-6.4233064565,1.6585145088,-5.8664395644,2.0520644024,-0.6158168428,-3.3722657111,-5.0365557549,2.6431060146,-2.2746300467,-7.0492293597,3.916802557,-4.4812795992,-1.0274793275,-7.1138727823,-0.8527752299,-3.8395599745,-5.0560099875,-1.3444975308,1.1484729388,-0.7135158108,0.6412109159,-0.2566783824,-2.3372327641,-0.1582778985,1.1987974447,-0.2612578067,0.780125484,-0.7318008162,-0.353229393,1
-7.8968861531,5.3810195225,-8.4511616146,7.9639280874,-7.8624194301,-2.3768199752,-11.9497234569,5.0513556727,-6.9120760094,-11.5897483114,6.6452007261,-13.5420955965,0.8882479188,-12.6233160464,1.0027551956,-12.4322791426,-23.2415971479,-8.495298938,3.4539425552,0.6459743219,2.5579439564,0.9262778835,0.0327949396,0.6380725857,0.3618872137,0.4445765205,1.1019231482,0.2059580125,-0.347152302,1
2.1685405252,-0.9268480798,-1.446530541,-1.0424969945,-0.5773148894,-0.8889641796,-0.5415202515,-0.1661915055,-0.5019637245,1.0811886897,0.4659654807,-0.8539221616,-1.2938524049,0.4738151832,-0.1460524863,1.299969487,-0.1755098058,-0.4518711645,0.8401705329,-0.0662060197,0.467672128,1.226265706,-0.0727593387,-0.3838921758,0.1540905735,0.0830686548,-0.0532606911,-0.0784579613,-0.2216923572,0
1.1185596347,1.2918582627,-1.2988053261,2.1357717009,0.7722036976,-1.1472914417,0.3905776983,-0.1070723175,-0.0383392686,-2.1525188907,1.3527525896,0.0928485901,0.2731526946,-5.0122023587,0.3035524153,0.7314372721,4.1520855726,0.9853582884,-1.2292543184,-0.0235757903,-0.3463737796,-0.6635879863,-0.1023258086,0.017910575,0.6503016136,-0.3323656295,0.1059486767,0.1281237286,-0.3492313068,1
-0.5918718401,0.0784048875,2.5867368891,-0.3671848318,-0.8469221925,0.1454778877,-0.0761894408,0.2439424922,1.1401644219,-1.2313104766,-1.4436247769,0.8482919547,0.3355196383,-1.3286140562,-2.3278633087,-0.4388523838,0.2529738866,-0.711840869,0.1973753669,-0.0318687344,-0.0995699919,0.1072329724,-0.0441586884,0.4905206878,-0.4143103158,0.8265437871,0.1002729665,0.1411123782,-0.2258903477,0
-5.3141732065,4.1459436115,-8.5325224589,8.3443916736,-5.7180082079,-3.0435360809,-10.9891846673,3.4041286561,-6.1672336418,-11.4356239961,7.6745338342,-14.2960914258,0.5269389237,-15.4450258118,0.9916512013,-12.3913460034,-22.5416517288,-7.9867206535,2.9925544633,1.1500173187,2.331465808,0.8629963056,-0.6144532376,0.5236478771,-0.7125932717,0.3246379648,2.2450914664,0.497320849,-0.0004782481,1
-1.0006105199,3.3468500018,-5.5344911713,6.8358020385,-0.2998032937,0.095951299,-2.4404192739,1.286301196,-2.7664382829,-4.4580077008,4.6965333919,-8.7621133396,0.9858266011,-7.3202720221,-1.0638404577,-3.3711247108,-4.2511578676,-0.4300572999,1.8040133391,1.1898137923,0.4397567643,-0.6940992036,0.2996603295,-0.6576006277,0.101647559,0.4304574392,0.8246854504,0.3269522731,0.3909343903,1
-3.3502087658,-1.0200718066,-0.7941905113,-1.3793922477,-6.0335988782,4.2933678404,4.1104858863,-2.6663368872,0.0035335239,0.527765148,1.6004780201,-0.3745935537,-0.1925393307,-1.096647075,-0.0534291275,1.6989201215,0.0827295117,-1.4890739398,-0.3908802282,-3.3017590025,1.1222187205,1.3084453879,-0.3312591117,-0.076214496,-0.7848864167,-0.2632409684,0.3963446921,0.4711850929,4.4044931778,0
-1.6002112991,-3.4881301812,-6.4593028067,3.2468156635,-1.6146076986,-1.2603745485,0.2882233219,-0.048963991,-0.7349746179,-4.4414840807,2.9443748424,-3.8054689837,-2.1022268349,-6.1061832735,-0.6417363997,-1.5559628963,-2.0840670708,0.3942473529,0.0833797228,3.1893548959,1.1911748072,-0.967141445,-1.4634205245,-0.6242308515,-0.1764615321,0.4003483511,0.1529468643,0.4777749246,5.6636104629,1
-1.7393409643,1.3445207891,-0.5343790475,3.1952914987,-0.4161961425,-1.2619606682,-2.3409909395,0.7130036455,-1.4162649993,-2.9966693021,0.7474781358,-4.5966115119,-1.9277597019,-4.7570744985,-1.2478148189,-2.5354942508,-5.3564645439,-1.9747485246,-0.6037262692,0.0027494785,0.3831801085,-0.2139522181,-0.3366398249,0.2370763008,0.2460029316,-0.0442276365,0.5107290749,0.2209515937,-0.353229393,1
-0.3064783772,-3.0295875123,-0.6029160908,0.2815226446,-1.9983100665,-1.027274189,0.5601238733,-0.4283892149,-0.854574356,-0.2337773219,0.4034150256,-0.6177317411,0.3082584456,-1.1228686892,1.0643525709,1.6327806688,1.1695634592,-0.7798964178,-0.0890424681,1.8653232643,0.5939955181,-0.3336514091,-0.7246547267,0.6698513963,0.0027810999,-0.3949523904,-0.1339856892,0.1998910536,3.1540917207,0
1.331723947,-0.7048696683,0.345174502,-0.8276995015,-0.8075910692,-0.2386755419,-0.6720709007,-0.1653899813,-0.7123381044,0.5452766422,-0.8956320617,-0.1277954879,1.9809735507,-0.6879604079,0.9065412039,1.5757663462,-0.3191892304,-0.8914570807,0.6541435689,0.3464923274,0.2943129384,0.7248561286,-0.2772933008,-0.4932981018,0.6075576474,-0.0572103369,0.0221901683,0.0272876382,-0.0461763733,0
-5.1407231181,3.5687512343,-5.8962454574,4.1647199301,-4.0911926395,-1.9899602906,-5.4724360171,2.4228206617,-2.9097352584,-6.2878033506,3.7043121519,-7.267549534,0.3292699381,-8.4589749556,1.3544872009,-5.9762209822,-10.5760149148,-3.5251612469,1.737976005,0.3189951997,1.1311302815,0.1180215102,-0.332704205,0.1399407339,0.3247578964,-0.1807691304,0.1778103829,0.6615553556,0.0461794178,1
-11.3206331108,7.1919501426,-13.1790825455,9.099551882,-10.0947488751,-2.4401150702,-14.1843372951,4.452502934,-6.2419600028,-12.6181626872,6.0573193048,-15.7176066469,0.1178174096,-8.6537433571,-2.5025537763,-11.2313644545,-21.5851521412,-9.090892061,1.1711887325,-0.1809347253,1.0822353278,-0.3505625004,0.4830439458,0.6611329209,-0.396521512,-0.4133153884,-0.997547798,-0.2350358825,-0.2015819836,1
0.9079753296,-3.034525974,-1.6207299614,-0.7669094307,-0.5300005886,1.9392559065,-0.4971518936,0.4291269323,-0.0872244422,0.4131707118,0.7778225224,0.234292421,-0.1771825747,-0.0869937191,-0.1935593026,0.5632940634,0.7214114542,-2.2819407013,0.2214280922,1.0895010264,0.2211070628,-0.6023199553,-0.0651889933,-0.9617392094,-0.8428486556,-0.5526579641,-0.0644562549,0.0377039429,2.0406646965,0
1.5423941796,-0.9472550733,0.2942408024,-1.4075220402,-1.359606819,-0.8140601772,-0.9038089859,-0.2371151897,-1.8479943848,1.4355424849,-0.7686526715,-0.9031910904,0.7377031656,-0.3638698453,0.5744864988,-0.3046354702,0.368084422,0.0541454627,-0.1107755487,-0.302626547,-0.235191017,-0.2761741701,-0.0125544293,0.0197353678,0.4410234261,-0.1852300648,0.030333926,0.0180620781,-0.2932581001,0
0.3295943333,3.7128892952,-5.7759351083,6.0782655056,1.6673590131,-2.4201684135,-0.8128912495,0.133080118,-2.214311312,-5.1344544711,4.5607201055,-8.8737483616,-0.7974835996,-9.1771663701,-0.2570247751,-0.8716884905,1.3130136291,0.7739138726,-2.3705994506,0.269772776,0.1566171694,-0.6524504409,-0.5515722194,-0.7165216354,1.4157166151,0.5552647398,0.5305073889,0.4044740545,-0.3492313068,1
-6.1596069304,1.4687129232,-6.8508881467,5.1747062725,-2.9867039239,-1.7950541457,-6.5450715263,2.6212361381,-3.6058701264,-8.1221610749,6.0290325632,-9.2258553078,-1.546758631,-10.3093341893,0.3080623935,-7.7873262211,-12.8221770046,-4.3676771334,2.6439842213,-0.289829586,1.0613141823,0.1257374686,0.5895923317,-0.5687306045,0.5828247209,-0.0425826451,0.9511302331,0.1589960237,-0.3499109814,1
-1.8550607018,1.554963607,-1.4058088285,0.6693273457,-0.2802295201,1.1786524673,-3.4599790661,-2.8151549531,1.2422287651,-4.1563544797,2.2094407519,-5.1223141093,0.6612971062,-3.1039377195,-2.4108697319,-2.4250156322,-3.9606226891,-0.125017788,0.6003972884,0.536916458,-0.0953083067,0.9466289185,-0.2974029591,-0.3683438912,0.1987311563,-0.078590592,0.3667093559,0.0737667168,-0.1982635721,1
-0.5628711228,0.9846653169,-1.915559656,-0.3043655766,0.4778723916,-0.9060020738,0.2614721925,0.7792887036,-0.2678653516,-1.2525188091,0.647150232,0.4144609652,-1.2175757316,0.0903032782,-0.8798301479,0.4143740767,0.7084080144,0.6733095362,-0.1043179381,-0.5151859435,0.0416515519,-0.1385521505,0.3739834167,0.5502703064,-0.6090172683,-0.634015792,-0.2650041405,-0.2185066868,-0.2866612578,0
-0.9760387634,-1.4919373756,0.9655622496,-0.5107339119,1.4474213491,-0.9999340081,-1.165853319,0.1451241704,-1.2749561212,0.6412130045,-0.8175831857,-0.7923487724,0.6594836307,-0.129416736,1.3350025328,0.5867895336,0.5504787496,-1.4265134007,1.6371087643,0.6595378133,0.2251767318,0.1448947026,0.3696432005,-0.7751324766,-0.8828955335,-0.3562703494,0.1759117369,0.2255184323,-0.3134484353,0
-1.9286132667,4.6015055871,-7.1240529779,5.7160880367,1.0265785455,-3.1890730671,-2.2618969016,1.1850963556,-4.4419416152,-6.6461538295,3.8278680907,-6.5186488225,0.2511365485,-12.4567059527,-0.6491664821,-1.2831450002,-2.718559725,-0.0854660891,-2.0973854712,0.328795983,0.6022905854,-0.541287465,-0.354639279,-0.7014920583,-0.0309729821,0.0340698776,0.573393032,0.2946863161,-0.3501508666,1
-1.3347654072,-0.5895095679,1.7211330758,-1.4131752914,-2.3709678783,1.068630287,2.9666810411,-1.1524624692,-0.5334794976,0.3512268341,-0.1479431292,-0.4968064618,-0.0917275869,-1.1930644808,-0.2952543108,-1.8935663528,0.0962905884,-0.0825073129,-1.2533834353,-0.9214729451,-0.9444488435,-1.0507644179,-0.259755793,0.471164182,-0.1282873427,0.6567296224,-0.4686119756,-0.727746834,1.8469174396,0
-27.1436784229,15.3658043803,-28.4074244551,6.3708953468,-20.0878775719,-4.6663130634,-18.7094788214,17.903574375,-3.7222787375,-8.1209617376,4.4199434558,-6.2109411212,1.0638373951,-5.8435283807,-0.1088364492,-5.6065973257,-11.756255605,-4.7149467613,0.7835775938,1.7038876455,1.7968263888,-1.9609737166,-0.9022474522,0.1440114422,2.0243880394,-0.2042140658,1.332153059,0.385890728,0.0465392456,1
-2.271754537,-0.4576545607,-2.5890546387,2.2307782669,-4.2789825026,0.3886100795,0.1024854575,0.8131278381,-1.0929208385,-5.0320283857,3.5103475603,-2.2273984058,0.656823928,-5.1991857434,-0.1283110296,-3.9435209987,-3.8205223266,-0.5708210939,2.7833834077,2.2857579027,1.0963420095,0.6583986546,1.7116757346,0.3335400364,0.5385913736,-0.1935285123,0.2581941008,0.247269214,2.9445120424,1
-18.4748679034,11.5863805198,-21.4029168131,6.0385154156,-14.4511581399,-4.1465235057,-14.8561236732,12.4311404723,-4.0533532872,-9.0403962489,5.9662025072,-8.4639661295,0.0786921318,-9.0925326518,0.0108220974,-7.1863755078,-13.7974745004,-4.9584939097,1.3211665598,1.5779244011,1.7411355959,-1.2511379488,-0.3962191261,0.0957055556,1.3227509427,-0.2179545649,1.6287925315,0.4822482749,0.0465392456,1
1.1772976473,-0.4801230687,0.4240615809,-1.1623211208,-0.5939985595,0.1247948785,-0.642059319,0.2499769571,1.3792332441,-0.8514099319,1.022952405,0.8312988875,-0.5050603766,0.4217529593,1.6931861188,-0.0079229283,-0.5896835279,0.6719216488,0.5221236624,-0.0923159005,0.0738683408,0.2551507677,-0.0979956216,-0.6727914316,0.4044703976,-0.667654983,0.0845936367,0.0187211661,-0.2416827882,0
