V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,normAmount,Class
-0.8773984015,-3.1890375253,-0.4347589824,2.1098214414,-1.6648236303,-0.3507607187,1.3101195227,-0.3424470208,0.0980116525,-0.464167858,-0.4492952338,-0.0538123056,-0.3651159752,0.5974080566,1.3376268411,0.5904118483,-0.4968956348,0.1017482009,-0.7601551619,2.0232342878,0.453112766,-1.1904353531,-0.8281834969,0.3791229611,-0.1251260752,-0.7202042486,-0.1725690817,0.2212910841,3.6430000322,0
-0.0997238994,2.7954143302,-6.4238555822,3.2475130151,-1.6322902693,-2.7666649306,-2.3122228829,0.9610141225,-1.8960009648,-4.9193482994,3.0536544182,-5.2978114021,-1.4660297285,-7.0358800508,1.9971323723,-3.8361885254,-2.5151828002,-0.8645787119,2.3289269736,0.3408983157,0.6477143884,0.1265758643,0.2039534801,0.0084949976,-0.1745011507,0.5752947982,0.1528758908,-0.0981728104,-0.0638641117,1
-1.6629371102,3.2538924236,-7.040484712,2.2664564799,-4.1776489128,-0.7469248282,-0.2483367332,1.0911565157,-0.3071374508,-5.5679470512,2.7127394038,-5.9484031267,2.1447260549,-4.2117559236,-0.1371955388,-2.6394091398,-2.5323554061,-0.6670670272,0.6260592934,-0.8421783365,0.4503812852,0.5211615296,0.3083254462,-0.3180118407,-1.2553615698,-0.6919634037,0.2648783812,-0.1304448044,1.8319886543,1
-1.2507472398,-0.0054835984,2.6515492526,1.3194804972,-0.9200231884,0.7592264298,0.9042380854,0.2620209262,0.3107386712,-1.1809183593,-0.7024358173,0.9661198656,0.0259618044,-0.8672702051,-1.9180268036,-1.4176996601,0.9939346629,-1.3081948663,0.1729354319,0.4015706187,-0.1866029699,-0.512341668,0.3835832092,0.584744857,0.3754757732,-0.5172332616,0.0550663684,0.1004148111,0.4109328788,0
-3.2153817597,-0.3642231214,-1.2618833435,3.7949490393,0.7112059303,-1.316475603,-5.165140556,0.6252783835,-1.5823005847,-3.2526335947,5.0407512027,-5.3144422039,-0.656470662,-6.2330436708,0.9747712793,-6.8903177454,-9.5164114849,-4.3641277149,2.5985775564,0.0196261689,0.4013412408,0.1521912587,-0.9346754745,-0.2561483824,-0.4694033088,-0.2824959141,0.8660769107,-0.4334659438,-0.3970464355,1
-0.4451487219,0.8472493255,1.4103011834,-0.2037854499,-0.0048821745,-0.4281758253,0.4828952497,0.19808553,-0.3755432743,-0.0942809829,0.7165764299,-0.3731949391,-1.6955374981,0.6581463994,0.3585646329,0.5703914776,-0.6657957662,0.4596986669,0.4376116325,0.0181362454,-0.2149629743,-0.6824808361,-0.046229305,-0.0629183184,-0.2364781328,0.0796840994,0.2486508209,0.1042344749,-0.3983955035,0
2.1323860213,0.7056078197,-3.5307587364,0.5147793106,1.5271746982,-1.7162682687,1.1327909296,-0.5742143554,0.1289038908,-1.000805052,-0.191190537,-0.3237941897,-0.5724559509,-1.4220638529,0.314684199,-0.3871620544,1.7347416037,0.610975988,-0.2212672077,-0.2111671791,0.1637391217,0.7039104401,-0.245076157,0.4600491738,0.9202809926,-0.2165857418,-0.0262185638,-0.0250012964,-0.4154462242,1
-1.5316746068,1.1940356987,-1.738327106,-1.4340999076,1.6283637616,-0.9956423846,2.002535411,-0.6458765319,0.7623652999,1.2895569793,-1.3017962958,-0.3024555542,0.179714658,0.004972676,0.0698348323,-0.54094364,-0.8968939399,-0.2656232033,0.0578057463,0.3896720102,-0.1378540144,0.6867462232,-0.2018979732,0.0930434895,0.1124158084,0.1069200173,0.7906341779,0.5880650269,-0.1194382188,0
-1.975661422,0.1124909866,1.2329847956,-0.7773279628,-1.1037070021,-0.2442272454,-0.4160688254,0.989547904,0.5211919507,-1.5805329414,-1.9219799133,-0.0284647631,-0.7847023865,0.057364551,-0.9005459466,0.556407768,0.0458558382,-0.1978992136,-0.0107160145,-0.281589574,-0.0826849857,-0.5093878986,-0.0243037075,-0.0674223764,-0.0700699235,0.8035047628,-0.2957006742,-0.2007969521,-0.1211245538,0
-0.9164472695,0.29760425,0.181197838,-2.3691995342,0.1934279587,0.0944224852,-0.363643276,-0.5168798174,-0.4259527382,-0.3256413212,-0.1679729283,-1.8529831301,-2.0107232017,-1.7285227335,-0.718174299,2.3969394564,0.68010134,0.6519966004,0.1810398697,-0.1763766936,0.9627815989,0.3334797238,-0.3724310415,-1.3265605695,0.0764799401,-0.1076485927,0.3161999719,0.2023759995,-0.2694845606,0
-1.1274516388,-1.0399399895,1.330985127,-2.2049786471,-1.3216316529,0.6616225737,1.0083905791,0.1252068165,-1.106049454,-0.6248245653,0.7322528281,0.232314492,0.0496581945,0.0111346562,0.1297836124,-1.39257324,-0.1449316832,1.6787456749,0.3064733383,0.4294885465,-0.3608773648,-1.2475868618,0.7439445493,0.6294909517,0.0932600811,0.4330707106,-0.1044426943,0.085780832,0.892400261,0
1.2962308036,0.4174472877,0.193963068,0.9016441946,0.130531367,-0.3716340208,0.1581258237,-0.2026686568,-0.0795117563,-0.0450882478,-0.8767375917,0.6874876362,1.5747177026,-0.0077912303,0.9483156918,0.3771538374,-0.868182736,-0.0671351121,-0.0644929661,-0.0295593501,-0.1121135096,-0.2200020324,-0.1210218839,-0.4404544484,0.6715400406,-0.4135184337,0.0328380408,0.0206001971,-0.4147716902,1
-2.7294819718,3.3124945626,-4.242710444,5.0369850774,-0.3765611606,-1.5324617525,-3.449158503,1.8568393195,-3.6233336893,-5.6536376856,3.9423158259,-5.8837243606,-1.3478137371,-9.2661201849,-2.4595563247,-2.2056444827,-5.709086805,-1.1139366402,-1.5565302121,0.1642877925,0.7274150639,-0.3014317445,-0.5024333273,-0.4623085762,0.5106827474,0.0466646931,0.5146457799,0.1409986731,-0.4154462242,1
1.9919760962,0.1584758873,-2.583440645,0.408669993,1.1511470608,-0.0966947442,0.2230502675,-0.0683838778,0.5778293838,-0.8887216759,0.4911402417,0.7289033198,0.3804280455,-1.9488833487,-0.8324981363,0.5194355492,0.9035623766,1.197314718,0.5935088469,-0.0176522567,-0.1643503278,-0.2951351669,-0.0721725311,-0.4502613134,0.313266609,-0.2896165857,0.0029875822,-0.0153088128,-0.2598162398,1
-0.7826683024,0.8542127306,1.2118538398,-1.2563527997,0.8307874575,-0.552614648,1.1084776981,0.0003801486,-0.6746081067,-0.9031356161,0.3443910468,0.1991859843,-0.8353606349,0.4490653673,-1.1532496253,0.3817468283,-0.8257732342,-0.0920459469,0.0180779268,-0.1498297513,-0.2631029112,-0.8768428797,-0.3649766931,-0.3566023692,0.5617667911,0.2391056988,-0.0721386565,0.0222014165,-0.4117737613,0
-2.0065817542,3.6765774124,-5.463810784,7.2320582752,-1.6278594624,-0.9967545642,-4.299832586,2.2688667552,-3.6510670343,-4.4009298505,4.2132128939,-5.7378151676,-0.8756933667,-8.8937263356,-0.5624337774,-3.2817837347,-4.3689859086,-0.7367337647,1.6092929042,0.4744140528,0.7139068641,-0.0638675905,0.1679473188,-0.4498639689,0.0237020976,0.5369052955,0.4858640266,-0.0423934809,-0.4154462242,1
0.1203014176,1.9741411351,-0.4340868172,5.3907930998,1.2896837294,0.2805900241,0.2219625455,0.0678267549,-1.3870540531,-0.0451253298,0.1958391039,-0.6290858307,0.6812223384,-4.7155212399,-0.287876291,0.4974335875,3.8716175635,1.4923940374,0.5060399785,0.2056912322,-0.0386896155,0.2045538094,-0.1673129708,0.7915471344,-0.2236754724,0.4732231708,-0.1602019372,0.0650394521,-0.4163456028,1
-1.1415589372,1.9276500385,-3.9053561494,-0.0739425941,-0.0448578188,-1.7569989589,-1.2174164989,0.3645632787,-2.7701477471,-3.2161877183,1.2867492568,-3.2727045849,1.0422156228,-5.7489432516,-0.6681365266,-3.865975683,-2.7050521303,-0.1039071814,-0.7168114246,-0.2505829398,0.102081332,-0.5314959123,-0.3287409744,0.39309961,0.5684346324,0.7866045292,-0.1461016438,0.0762114891,-0.325508357,1
1.9339883345,-0.2961279602,-0.9301272585,0.0158731311,-0.0905983254,-0.3928305507,-0.1636130552,0.0096251347,0.3121654142,0.2310374059,1.1876463744,0.8373881753,-0.2978319142,0.6007748298,0.2804038321,0.60739197,-0.7597762028,-0.3273288933,0.2296793552,-0.1123702833,-0.3870336497,-1.2980143155,0.5586585162,0.6444187888,-0.7772492466,-0.0323248457,-0.0824308234,-0.0458016192,-0.2660369423,0
-2.9238266643,1.5248371641,-3.0187580333,3.2892914754,-5.7555423736,2.2182763031,-0.5099954318,-3.5694435687,-1.0165916886,-4.3205357756,1.2772022647,-3.7017496667,-0.9718695935,-4.8577766721,0.0906055221,-2.8015019905,-4.186807537,-1.6484060937,1.1764455978,-0.4470394067,-0.5116568052,-0.1227240864,-4.288638999,0.5637966578,-0.9494513503,-0.2045321775,1.5102064874,-0.3247060126,4.6557378907,1
-2.2724726231,2.9352257698,-4.871394115,2.4190119864,-1.5130217708,-0.4806247093,-2.1261361593,1.883507001,-1.2972616842,-5.487424583,2.9692400737,-3.0554051314,-0.3165436822,-7.8628085264,-2.2028004047,-1.9323164748,-2.2847484141,0.3247872674,-0.1831809037,-0.0310853104,0.7185042877,0.8938501578,-0.0316317245,0.3229126383,-0.0584064063,-0.4116488511,0.5738030165,0.1760672852,0.2399759829,1
0.8374463597,-1.1953198627,0.3943029165,-0.2491896095,-1.5388754039,-1.2342217456,0.0003877084,-0.4073346243,-1.1025715021,0.5135594401,0.2229327429,0.7224250862,1.5535889228,-0.0764960131,0.8244446073,-1.3577905619,0.0553336499,0.5797535159,-1.0548507822,0.1360078661,-0.2762227501,-0.8815557998,-0.0422339619,0.9729598094,-0.0307769627,0.8387389135,-0.0965245007,0.0658994729,0.613330554,0
-1.3709757726,-0.0254646127,-2.7749069159,2.6505301847,4.5113092909,-3.2893436816,-0.1188414418,-0.0142794453,-0.9327728436,-2.6374417446,2.8587765016,-0.5531799392,-0.758491998,-6.4550291031,-0.1540208823,1.3238329755,5.5802092523,3.2936875938,-0.1376935821,0.7012918266,-0.0480610881,-0.5993500303,0.072192995,-0.60035142,0.3713306236,-0.3709509854,0.0119702494,0.1458953388,-0.4154462242,1
-10.3630494652,4.5436720129,-9.7958977355,5.508003334,-6.0371559943,-0.1334929724,-11.7243461177,-3.1983455719,-4.7678422243,-9.3321280689,5.2241240042,-7.7431223451,-1.5603432004,-7.1404180335,1.1859778256,-6.5987040657,-12.1205390026,-3.9040915335,2.5134304006,0.9243961797,-2.4571448725,1.6872566417,0.9771783535,-0.5433689766,-0.2891247869,-0.1075864254,0.3306418978,0.1635771496,-0.4154462242,1
-0.734303155,0.4355193322,-0.5308655466,-0.4711196069,0.6432143866,0.7138323697,-1.2345720713,-2.5514115987,-2.0577238257,0.1668307079,0.5675519546,-0.8580599159,-0.44806793,-0.2649362388,0.8888629392,0.8381206166,1.4250596545,-0.1696641826,2.5020273886,0.8645361206,-1.0048773785,1.1503535879,-0.1525552827,-1.3867446332,0.0047160148,0.2191458382,-0.0582573076,0.1580479887,-0.3069586719,1
-0.7210337413,1.5179376916,1.1946754635,1.339929041,0.0353186022,-0.1926259648,0.1440225317,0.3799039958,0.4482155812,-0.5520184671,0.6035487265,-2.170793406,2.2371873173,1.9536021823,0.6576633772,-0.5734552549,1.0397386121,0.0237001224,0.0407820558,0.0306267505,0.0682279397,0.5509166449,-0.1213915102,0.0487456619,-0.1880131273,-0.2096588204,0.2859124614,0.1367640224,-0.4136099927,0
0.2325124761,0.93894368,-4.6477798786,3.0798436877,-1.9026553186,-1.0414075195,-1.0204066448,0.5470686032,-1.1059902936,-3.5201276737,2.0741164546,-3.0107717382,0.6949776896,-5.3878312269,1.7786697978,-2.9358044248,-2.2855727082,-0.2370556328,1.979747071,1.1416150755,0.9113727593,1.0429286564,0.9993938879,0.9012604552,-0.4520931681,0.1929592138,0.1808594494,-0.0293153379,0.8736632054,1
-3.7058559456,4.1078731857,-3.8036559954,1.7103144479,-3.5824660464,1.4697289396,-9.6215601271,-11.9131046926,-0.3222967713,-6.6256924937,2.1752303056,-4.3810775579,2.0632987095,-0.6738184532,1.4007632166,-4.2549266203,-5.1602130157,-1.302525916,2.5944527612,3.6396027407,-5.4987716801,2.9414754033,0.9162358529,-0.2555044797,-0.1838348387,-0.5845389524,-0.3154835704,-0.0972228121,-0.4154462242,1
-14.4744374925,6.5031845165,-17.7126323689,11.2703523335,-4.1501420641,-3.3720982089,-16.5358068114,-1.4439469926,-6.8152728996,-13.6705451264,10.5452629546,-15.0226996344,0.1716330851,-15.0663743633,-0.2595759396,-8.6687392723,-12.8041408991,-5.1166204953,0.579200358,1.1012498702,-2.4759622295,0.342390706,-3.5645080382,-0.81814019,0.1534076827,0.7550794608,2.7065661616,-0.9929160471,-0.4154462242,1
-0.5443674494,0.2327532323,1.6455877065,-0.8660904528,-0.1662325807,-1.074067046,0.7592890995,-0.2493879818,0.6548097347,-0.5857329541,-0.6376846094,0.2089273465,-0.3844967765,-0.5658947887,-1.0766480125,-0.3078612328,-0.1464790871,-0.745139007,-0.4331513958,0.1433987921,-0.0398092253,0.2518606181,0.0418201789,0.7820188905,-0.5757148819,0.764850386,0.1448744089,0.0061037875,-0.2770918052,0
-0.408110817,3.132944498,-3.0980297635,5.803892615,0.890608919,-0.5014743235,-0.4400542833,0.5918282685,-3.2676932588,-2.223070328,0.7570632144,-3.5018037793,0.2467422241,-6.0656218798,0.3395831342,-1.005723154,0.3343156237,0.4212613624,1.2471426309,0.4995679131,0.0984823222,-0.5383747053,-0.2179889875,-1.0426566175,0.3143888206,0.5432435759,0.2338510154,0.1196034609,-0.2486489547,1
-0.5234078047,1.1954127892,-0.5634235057,-0.8070572383,0.6290127629,-1.0763661198,0.995418615,0.1867692696,-0.3145385394,-0.6831969417,-1.737687636,-0.4936652666,-1.0758883404,0.778470364,-0.7818725588,-0.3678024293,-0.0408626991,-0.5215110219,0.1300294206,-0.2067326198,0.0311650323,0.1920588057,-0.2153193299,-0.3799486571,-0.1682911655,0.6288185206,0.1967259428,0.1540600694,-0.4132352516,0
-10.6457996486,5.9183066587,-11.671042595,8.8073691788,-7.9755013659,-3.5868063441,-13.6167970541,6.4281693459,-7.3684512927,-12.8881582879,6.8549531139,-13.2116950297,1.0356123433,-13.7789556398,1.0404483553,-11.2903278083,-20.5780220492,-7.5478241122,3.1184797656,-0.046170179,2.5719695929,0.2068093594,-1.6678014002,0.558418754,-0.0278978766,0.3542537815,0.2733287268,-0.1529080808,-0.4191936353,1
2.0545771031,0.1718532516,-1.7854390674,0.2223084487,0.7048377504,-0.3640148587,0.1416371606,-0.1256376654,0.1073986782,-0.2372209542,1.0320022072,1.2548054158,1.0038905107,-0.8592158188,-0.5803603995,0.5534617279,0.0595640534,0.1648262864,0.4475264132,-0.0739404746,-0.3214850587,-0.8067940057,0.2795244033,0.2123833934,-0.2156458858,0.1693364025,-0.0604563657,-0.0416244079,-0.4143594749,0
-26.4577446501,16.4974719019,-30.1773174565,8.9041567711,-17.8925996927,-1.227903881,-31.1973285495,-11.4389204149,-9.4625726054,-22.187088562,4.4199966015,-10.5923050054,-0.7037958037,-3.9262073159,-2.4002464921,-6.8098899404,-12.4623149481,-5.5010507838,-0.5679395729,2.8122411093,-8.7556983212,3.4608933448,0.896537504,0.2548355368,-0.7380965585,-0.9665642338,-7.2634821463,-1.3248843066,-0.4154462242,1
-1.298443233,1.9481004491,-4.5099468879,1.305804767,-0.0194859272,-0.5092377838,-2.6433976189,1.2835451942,-2.5153557027,-4.5013148098,2.0930750099,-5.4188889435,-1.247013712,-3.828268179,0.3990503366,-6.3664995095,-7.5509680918,-4.9027666663,0.152892032,0.2504154373,1.1780319503,1.3609885807,-0.2720130602,-0.3259478962,0.2907026734,0.8412945885,0.643094249,0.2011557496,-0.4191561612,1
-0.4198201742,-1.1559780083,-2.0925155024,2.7867503298,0.736296592,-0.1672919657,1.6000274629,-0.1174268513,-0.7969538143,-0.1339502512,1.0330320122,-0.2843679983,-1.2082798097,-0.4292119044,0.2489453605,-0.92892153,1.679985519,1.3153388659,2.2261606556,1.2753580265,0.4806397176,0.5335169312,1.284645406,0.5161312704,-0.6029410997,-0.3050236899,-0.0213631449,0.1290963856,1.2719005864,1
-1.6471028215,1.5106354177,0.3815635706,0.0243884185,0.4374777885,-1.7731794959,1.08334526,0.01457662,-0.7117943735,-1.252525672,0.3821260885,0.720547846,0.6429399053,-0.78749384,0.1106968938,-0.609954932,1.3575616121,-0.3414017327,0.0956762205,-0.07561311,-0.1306537098,-0.2037329469,-0.0088491855,0.7874223132,0.8792692893,-0.2570288153,-0.0747397722,0.094705229,-0.3868909513,0
1.2979722372,-0.9241803939,0.9662673837,-0.7040090152,-1.4422133733,0.0181127578,-1.2073187329,0.0613810823,-0.2096047546,0.5904636453,-1.2828253366,-0.249685028,1.0549803763,-0.5211032131,1.5170441703,-0.3900218766,-0.6761344634,1.8591234127,-0.8730881393,-0.2978960577,-0.1870679154,-0.1071474879,-0.0729853217,-0.3916853117,0.0669774532,1.1605197824,-0.0093361478,0.0280160583,-0.209713353,0
-2.1508550447,2.187916628,-3.4305158922,0.1194762142,-0.1732100222,0.2906999435,-2.8089876195,-2.6793505057,-0.5566849326,-4.485482704,1.9039992616,-2.6442194506,-0.9822728774,-4.6911508552,-0.6930797525,-2.5532507831,-3.4834362672,-0.0648523857,1.4903287628,0.5321454219,-0.0732053058,0.5614962774,-0.0750342625,-0.4376191794,0.3538407564,-0.5213385355,0.1444648602,0.0265881155,-0.2318230787,1
0.0413271748,-2.9197327998,0.470244686,-0.0607420449,-1.8240436571,1.13155209,-0.6047650938,0.3453432947,-0.132307376,0.1938941337,1.271870695,0.3974893571,-0.4455561135,-0.4293373303,-0.7461584882,0.4458629514,1.0496996763,-1.7720262158,0.2892092618,1.1965477045,0.4712747491,0.1702349506,-0.4732104935,-0.2394750795,-0.0329849897,-0.2651579804,-0.0340031307,0.1125964039,1.8853143147,0
-25.2663550194,14.3232538097,-26.8236729135,6.3492478074,-18.6642506135,-4.6474030487,-17.9712120193,16.6331030619,-3.7683509714,-8.3032393513,4.783257367,-6.699252074,0.8467678647,-6.5762764364,-0.0623303799,-5.9616598726,-12.2184817177,-4.7918419833,0.8948535218,1.6582888445,1.7807009705,-1.8613181473,-1.1881672929,0.1566670507,1.7681919824,-0.2199160083,1.4118547769,0.4146563836,-0.0444899962,1
-7.9014213498,2.7204724869,-7.8859356724,6.3483335515,-5.4801190355,-0.3330592396,-8.6823764455,1.1644310779,-4.5424473856,-7.7484800495,5.2665858727,-8.6796788033,-1.1663656782,-8.1079746609,0.701364761,-6.2883057578,-13.7531307979,-4.3292392742,1.5042502109,-0.6147193445,0.0777390507,1.0924365948,0.3201327274,-0.4346425529,-0.3806870723,0.213630359,0.4236203294,-0.1051685335,0.1558840771,1
-1.5416784923,3.8467996765,-7.6041141733,3.1214585845,-1.2549241727,-2.0848750784,-2.3850269252,1.4711398232,-2.5305072499,-5.1756596796,1.9271857492,-6.0111546917,-1.1956014421,-6.7455613162,-0.0580910806,-4.3251322468,-5.558067275,-1.5805312203,0.9719063217,0.1147600878,1.0964046657,1.0642221648,0.0653703316,0.2572094376,-0.6936539691,-0.3357017117,0.5770515203,0.398348368,0.0405387624,1
-1.0677132723,5.2623121094,-8.4385670665,7.3164873,0.0082535729,-2.1259363196,-3.3070357353,1.8698375234,-4.5225836245,-5.1728118235,5.5911261935,-5.6404174578,0.7845100386,-12.0438056158,0.3538148749,-1.9205581681,-1.8799282794,0.6797512992,0.7976413755,0.8214045487,0.5477897865,-0.4919598218,0.0559141341,-1.1453685347,0.0689513455,0.5350547349,0.5392630721,0.1242550558,-0.4163081287,1
-5.8391916193,7.1515323543,-12.8167600806,7.031114765,-9.651272168,-2.9384272577,-11.5432071691,4.8436265318,-3.4942757251,-13.3207888672,8.460244449,-17.0032894455,0.1015566149,-14.0944516603,0.7470307664,-12.6616957231,-18.9124938172,-6.6269748452,4.0089207423,0.0556838814,2.4620559113,1.0548651838,0.5304805961,0.472669814,-0.2759979679,0.2824350248,0.1048860202,0.2544170968,0.7652131272,1
-0.4138787142,0.1628248815,-0.4256469209,-2.2135998223,1.8569431274,3.4882358596,-0.0463856909,0.7933556503,-1.3615200468,-0.2403361224,-0.0815151424,-1.1385743875,-0.0708160191,-1.3460187853,0.0444704543,1.319955513,0.8182077198,-0.6197694296,1.2382577755,0.2719611216,-0.0297036132,-0.2764774497,-0.1558565684,0.9274761643,0.1055909843,-0.3445230148,0.0142945207,0.1169212633,-0.1207498127,0
-2.9864655082,-0.0008912295,0.6058868303,0.3383377808,0.6854484512,-1.5819544374,0.5042063772,-0.233402618,0.6367677425,1.0102910221,0.004517968,0.0443966389,0.4208530624,-0.931614225,1.1479736828,0.4830630936,-0.1524708296,-0.2856662588,0.072549849,-0.7642742583,-0.8751463637,-0.509848661,1.3139179037,0.3550647314,0.4485515632,0.1934897804,1.2145876869,-0.0139228974,-0.4124857694,1
0.1766864775,1.157280205,-0.0077322553,0.7708875585,0.5175139134,0.6196234219,-0.6400521872,-2.716886596,-1.1392146905,-0.4515212416,0.3863380809,1.2608653002,1.0697903945,0.8559481827,0.1858334707,0.3104098598,-0.7631851292,0.5667665916,0.8332472436,0.7310293537,-1.2641725818,0.4497416638,-0.2201101991,-0.8120907546,0.8777048394,-0.2236600486,0.12623551,0.2487596332,-0.4054781105,0
-19.8563223334,12.0958932259,-22.4640827465,6.1155411019,-15.148021521,-4.3467240835,-15.6485074723,13.2768048056,-3.9741616195,-8.8591940588,5.7308155374,-8.0880335121,0.2308249693,-8.5789732733,0.0009466367,-6.9477460673,-13.4728970077,-4.9402108289,1.2301425519,1.5829295549,1.7507298405,-1.4096357091,-0.8098092783,0.1213966599,1.3503000708,-0.2242918735,1.5976213684,0.476919818,-0.0444899962,1
-1.1250916098,3.6828761442,-6.5561679488,4.016730951,-0.4255705778,-2.03120987,-2.6501372217,1.1312493539,-2.9468895392,-4.8164008004,2.1557960855,-6.2851249518,-1.1256253878,-6.8000980877,0.9249337786,-5.2396043882,-5.0179078686,-1.3493088591,2.8686028949,0.4522413109,1.1855797816,1.3481561285,-0.0536855731,0.2841219846,-1.1744691822,-0.0878322147,0.718789578,0.6762159488,-0.4163456028,1
1.4375270716,-1.4438341206,0.0333047301,-1.6612756363,-0.8208618765,1.134441229,-1.3763758599,0.3330313054,-1.3727732058,1.4011899839,-0.5707264422,-0.858714274,-0.3234046111,-0.4104260279,-0.7119529965,-0.2730931811,0.3162272782,0.277863597,0.7575980884,-0.2911364229,-0.5402966624,-1.1579267777,-0.0416455899,-1.7808945849,0.2862565525,-0.3080402627,0.0510824128,0.0011401785,-0.2224545508,0
-3.9512085067,2.8818051824,-6.4214902945,2.4341814242,-1.3273245384,-2.1221059867,-3.22753333,-0.6855604756,0.775985125,-4.7230917458,4.921657447,-8.7527700873,1.520197742,-8.5520227319,0.3519759577,-4.5340297531,-6.4654086342,-1.8903099791,0.1748401856,-0.669351429,1.4104785646,0.2794028208,0.5708211714,0.6562710148,-0.2986005489,-0.4075713589,-1.3787025303,1.3791302915,-0.2217425427,1
